patho_niv1;libelle_comorbidite;annee;ntop;ncomorb;proportion_comorb;niveau_prioritaire
Maladies cardio-neurovasculaires;Épilepsie;2021;1817410;24660;0.014;3
Cancers;Cancer colorectal actif;2018;147710;2000;0.014;2
Maladies neurologiques ou dégénératives;Autres troubles psychiatriques;2018;48070;650;0.014;3
Maladies psychiatriques;Autres affections cardiovasculaires;2017;1353510;18360;0.014;3
Maladies psychiatriques;Cancer du sein de la femme sous surveillance;2017;453090;6140;0.014;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2018;179960;2440;0.014;2
Insuffisance rénale chronique terminale;Troubles psychotiques;2018;53400;720;0.014;3
Cancers;Troubles addictifs;2021;232210;3150;0.014;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2016;454620;6160;0.014;3
Cancers;Maladie de Parkinson;2018;3252990;44050;0.014;1
Cancers;Insuffisance cardiaque aiguë;2020;940250;12730;0.014;3
Cancers;Cancer colorectal actif;2017;140910;1910;0.014;2
Cancers;Cancer du sein de la femme actif;2021;102780;1390;0.014;3
Cancers;Embolie pulmonaire aiguë;2016;134860;1820;0.014;2
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Accident vasculaire cérébral aigu;2021;247100;3340;0.014;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2018;471270;6370;0.014;3
Maladies cardio-neurovasculaires;Épilepsie;2020;391210;5290;0.014;3
Traitements psychotropes (hors pathologies);Autres affections cardiovasculaires;2016;3235010;43700;0.014;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Épilepsie;2020;57450;780;0.014;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Troubles addictifs;2018;179960;2430;0.014;2
Cancers;Maladie de Parkinson;2020;1801320;24330;0.014;2
Maladies psychiatriques;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;404760;5470;0.014;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer colorectal actif;2018;595980;8050;0.013;3
Cancers;Troubles addictifs;2020;234620;3170;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2016;121020;1630;0.013;3
Cancers;Maladie de Parkinson;2019;3324170;44850;0.013;1
Cancers;Cancer colorectal sous surveillance;2019;504200;6800;0.013;3
Insuffisance rénale chronique terminale;Troubles psychotiques;2019;54600;740;0.013;3
Insuffisance rénale chronique terminale;Cancer du sein de la femme sous surveillance;2015;48960;660;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;549580;7410;0.013;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2021;159360;2150;0.013;3
Maladies cardio-neurovasculaires;Maladie de Parkinson;2015;342130;4610;0.013;3
Traitements psychotropes (hors pathologies);Cancer de la prostate sous surveillance;2020;1199960;16160;0.013;3
Maladies cardio-neurovasculaires;Maladie de Parkinson;2016;95860;1290;0.013;3
Séjours en hospitalisation complète pour prise en charge de la Covid-19;Cancer de la prostate actif;2020;196940;2650;0.013;3
Maladies cardio-neurovasculaires;Épilepsie;2021;183200;2470;0.013;3
Cancers;Cancer de la prostate actif;2021;58890;790;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections cardiovasculaires;2020;306660;4130;0.013;3
Maladies psychiatriques;Cancer du sein de la femme sous surveillance;2020;404760;5450;0.013;3
Maladies neurologiques ou dégénératives;Autres affections cardiovasculaires;2017;166400;2240;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer de la prostate sous surveillance;2021;123390;1660;0.013;3
Maladies psychiatriques;Séquelle d'accident vasculaire cérébral;2021;138950;1870;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme sous surveillance;2017;903550;12160;0.013;2
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2021;5294230;71240;0.013;1
Traitements du risque vasculaire (hors pathologies);Cancer de la prostate sous surveillance;2021;8449020;113690;0.013;1
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme actif;2021;9665390;130060;0.013;3
Insuffisance rénale chronique terminale;Troubles psychotiques;2017;52030;700;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2020;2007040;27000;0.013;3
Insuffisance rénale chronique terminale;Cancer de la prostate sous surveillance;2020;2530;30;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2020;122400;1650;0.013;3
Cancers;Cancer de la prostate actif;2021;951760;12800;0.013;3
Cancers;Insuffisance cardiaque aiguë;2015;3022490;40640;0.013;1
Maternité (avec ou sans pathologies);Traitements antihypertenseurs (hors pathologies);2021;1256270;16890;0.013;3
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2017;373600;5020;0.013;3
Cancers;Maladie valvulaire;2019;227370;3060;0.013;3
Diabète;Troubles psychotiques;2015;3603170;48420;0.013;3
Insuffisance rénale chronique terminale;Cancer du sein de la femme sous surveillance;2017;52030;700;0.013;3
Cancers;Maladie de Parkinson;2019;377020;5070;0.013;2
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2017;463610;6230;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Troubles addictifs;2018;119520;1610;0.013;3
Cancers;Cancer du sein de la femme actif;2019;98010;1320;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2019;44470;600;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Maladies inflammatoires chroniques intestinales;2017;586130;7870;0.013;3
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2021;1817410;24390;0.013;3
Maladies psychiatriques;Troubles psychiatriques ayant débuté dans l'enfance;2020;1395040;18720;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2018;52160;700;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2015;4645340;62310;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2018;8730;120;0.013;3
Maladies cardio-neurovasculaires;Accident vasculaire cérébral aigu;2021;102360;1370;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2020;966880;12950;0.013;2
Traitements psychotropes (hors pathologies);Polyarthrite rhumatoïde et maladies apparentées;2017;1450720;19440;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer colorectal actif;2017;586130;7850;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2018;5018020;67220;0.013;1
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2020;5200960;69640;0.013;1
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2020;705340;9440;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Maladies inflammatoires chroniques intestinales;2018;595980;7980;0.013;3
Cancers;Maladie de Parkinson;2021;1823190;24400;0.013;2
Autres affections de longue durée (dont 31 et 32);Insuffisance cardiaque aiguë;2019;1744620;23340;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;232480;3110;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres cancers sous surveillance;2017;8530;110;0.013;3
Maladies psychiatriques;Autres cancers actifs;2016;454620;6080;0.013;3
Maladies cardio-neurovasculaires;Maladie de Parkinson;2017;373600;4990;0.013;3
Maternité (avec ou sans pathologies);Diabète;2019;1262590;16880;0.013;3
Maladies psychiatriques;Autres cancers actifs;2019;476800;6370;0.013;3
Maladies psychiatriques;Autres affections cardiovasculaires;2015;409650;5470;0.013;3
Cancers;Maladie de Parkinson;2020;3348580;44740;0.013;1
Maladies du foie ou du pancréas (hors mucoviscidose);Maladies inflammatoires chroniques intestinales;2016;571290;7630;0.013;3
Cancers;Embolie pulmonaire aiguë;2017;140910;1880;0.013;2
Traitements psychotropes (hors pathologies);Cancer de la prostate sous surveillance;2021;1181660;15780;0.013;3
Cancers;Cancer du sein de la femme actif;2018;95520;1280;0.013;3
Maladies psychiatriques;Séquelle d'accident vasculaire cérébral;2015;140370;1870;0.013;3
Maladies psychiatriques;Maladie de Parkinson;2015;450960;6020;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2016;111540;1490;0.013;3
Insuffisance rénale chronique terminale;Syndrome coronaire aigu;2017;3600;50;0.013;3
Cancers;Cancer de la prostate actif;2020;57160;760;0.013;3
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2019;1779170;23710;0.013;3
Insuffisance rénale chronique terminale;Troubles psychotiques;2020;56130;750;0.013;3
Cancers;Épilepsie;2015;763790;10180;0.013;3
Maladies psychiatriques;Cancer du sein de la femme sous surveillance;2015;464980;6200;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2020;2105960;28050;0.013;2
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2017;373600;4980;0.013;3
Cancers;Maladie de Parkinson;2020;376830;5020;0.013;2
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2015;309370;4120;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2019;1972020;26250;0.013;3
Maladies psychiatriques;Paraplégie;2016;139540;1860;0.013;3
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2021;708630;9420;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2021;123390;1640;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2020;846440;11250;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme sous surveillance;2020;8747130;116170;0.013;3
Maladies cardio-neurovasculaires;Dialyse chronique;2016;95860;1270;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2019;123870;1650;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2016;871240;11570;0.013;2
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2018;100380;1330;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Autres troubles psychiatriques;2020;8747130;116150;0.013;3
Cancers;Autres troubles psychiatriques;2015;826550;10970;0.013;3
Maternité (avec ou sans pathologies);Traitements antihypertenseurs (hors pathologies);2020;1239200;16450;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2018;123800;1640;0.013;3
Maladies psychiatriques;Cancer du sein de la femme sous surveillance;2016;458960;6090;0.013;3
Insuffisance rénale chronique terminale;Cancer colorectal sous surveillance;2018;95740;1270;0.013;1
Cancers;Autres troubles psychiatriques;2021;58890;780;0.013;3
Insuffisance rénale chronique terminale;Maladies inflammatoires chroniques intestinales;2021;41030;540;0.013;3
Maladies neurologiques ou dégénératives;Autres affections neurologiques;2017;265450;3520;0.013;3
Cancers;Cancer de la prostate actif;2021;161670;2140;0.013;2
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2016;95860;1270;0.013;3
Maladies psychiatriques;Autres affections cardiovasculaires;2016;1314530;17410;0.013;3
Insuffisance rénale chronique terminale;Autres troubles psychiatriques;2019;54600;720;0.013;3
Cancers;Maladie de Parkinson;2021;374910;4960;0.013;2
Maladies neurologiques ou dégénératives;Épilepsie;2021;122810;1630;0.013;3
Cancers;Embolie pulmonaire aiguë;2020;156950;2080;0.013;2
Cancers;Polyarthrite rhumatoïde et maladies apparentées;2018;52190;690;0.013;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2019;476800;6310;0.013;3
Cancers;Maladie de Parkinson;2021;3380330;44730;0.013;1
Traitements psychotropes (hors pathologies);Autres affections cardiovasculaires;2016;5876740;77760;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Épilepsie;2021;60160;800;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme sous surveillance;2019;9969770;131920;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2015;100010;1320;0.013;3
Cancers;Polyarthrite rhumatoïde et maladies apparentées;2019;54880;730;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2021;121940;1610;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2016;750220;9920;0.013;3
Maladies psychiatriques;Autres affections cardiovasculaires;2018;1384040;18300;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2016;357000;4720;0.013;3
Diabète;Autres troubles psychiatriques;2019;3941140;52070;0.013;3
Traitements du risque vasculaire (hors pathologies);Troubles addictifs;2019;3046350;40210;0.013;3
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2016;319130;4210;0.013;3
Insuffisance rénale chronique terminale;Cancer de la prostate actif;2019;98180;1300;0.013;1
Maladies du foie ou du pancréas (hors mucoviscidose);Autres maladies inflammatoires chroniques;2015;561970;7420;0.013;3
Insuffisance rénale chronique terminale;Cancer de la prostate actif;2015;86980;1150;0.013;1
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2019;2074760;27380;0.013;2
Cancers;Troubles addictifs;2021;216400;2860;0.013;3
Maladies respiratoires chroniques (hors mucoviscidose);Autres troubles psychiatriques;2019;3638770;48020;0.013;3
Cancers;Cancer colorectal actif;2016;211910;2800;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer colorectal actif;2016;571290;7540;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer du sein de la femme sous surveillance;2020;591800;7810;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2019;122230;1610;0.013;3
Maladies cardio-neurovasculaires;Épilepsie;2019;196620;2590;0.013;3
Cancers;Polyarthrite rhumatoïde et maladies apparentées;2017;49070;650;0.013;3
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2018;377450;4980;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2016;4777910;62970;0.013;1
Insuffisance rénale chronique terminale;Syndrome coronaire aigu;2018;3340;40;0.013;3
Insuffisance rénale chronique terminale;Cancer du sein de la femme sous surveillance;2016;50460;670;0.013;3
Cancers;Cancer de la prostate actif;2020;940250;12390;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Polyarthrite rhumatoïde et maladies apparentées;2020;591800;7790;0.013;3
Maladies cardio-neurovasculaires;Autres maladies inflammatoires chroniques;2015;117650;1550;0.013;3
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2015;692220;9110;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme sous surveillance;2016;868200;11420;0.013;2
Cancers;Cancer colorectal actif;2017;514790;6770;0.013;2
Traitements du risque vasculaire (hors pathologies);Troubles addictifs;2021;3086930;40600;0.013;3
Maladies cardio-neurovasculaires;Épilepsie;2021;396930;5220;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque chronique;2017;254870;3350;0.013;3
Cancers;Insuffisance cardiaque aiguë;2021;142430;1870;0.013;3
Cancers;Autres troubles psychiatriques;2016;828770;10890;0.013;3
Maladies psychiatriques;Maladie de Parkinson;2016;454620;5970;0.013;3
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2021;462650;6080;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2019;185240;2430;0.013;2
Cancers;Embolie pulmonaire aiguë;2015;129700;1700;0.013;2
Traitements du risque vasculaire (hors pathologies);Cancer de la prostate sous surveillance;2019;7289280;95760;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2015;835740;10980;0.013;2
Maladies cardio-neurovasculaires;Maladie de Parkinson;2018;100380;1320;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2017;905870;11890;0.013;2
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2017;4910800;64460;0.013;1
Maladies psychiatriques;Troubles psychiatriques ayant débuté dans l'enfance;2019;1403470;18420;0.013;3
Cancers;Cancer de la prostate actif;2021;102780;1350;0.013;3
Insuffisance rénale chronique terminale;Troubles psychotiques;2021;56880;750;0.013;3
Maladies neurologiques ou dégénératives;Cancer colorectal sous surveillance;2020;270800;3550;0.013;3
Maladies psychiatriques;Paraplégie;2017;140020;1840;0.013;3
Cancers;Cancer du sein de la femme actif;2016;88240;1160;0.013;3
Traitements du risque vasculaire (hors pathologies);Troubles addictifs;2020;2990600;39210;0.013;3
Cancers;Troubles addictifs;2020;210400;2760;0.013;3
Cancers;Maladie valvulaire;2021;232210;3040;0.013;3
Maternité (avec ou sans pathologies);Diabète;2018;1272530;16680;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme sous surveillance;2015;838480;10990;0.013;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme sous surveillance;2018;52160;680;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque chronique;2018;262530;3440;0.013;3
Maladies cardio-neurovasculaires;Maladies métaboliques héréditaires ou amylose;2019;196620;2570;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque chronique;2016;247060;3230;0.013;3
Cancers;Troubles addictifs;2021;232480;3040;0.013;3
Maladies psychiatriques;Maladie de Parkinson;2017;463610;6060;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Polyarthrite rhumatoïde et maladies apparentées;2019;603080;7880;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2015;1127020;14730;0.013;1
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2016;705120;9210;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2021;971240;12690;0.013;2
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2020;482160;6300;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2019;102740;1340;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;333570;4360;0.013;3
Maladies neurologiques ou dégénératives;Autres troubles psychiatriques;2019;49240;640;0.013;3
Maladies neurologiques ou dégénératives;Spondylarthrite ankylosante et maladies apparentées;2015;91520;1200;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2021;2050320;26770;0.013;3
Insuffisance rénale chronique terminale;Troubles addictifs;2018;95740;1250;0.013;1
Traitements psychotropes (hors pathologies);Cancer de la prostate sous surveillance;2019;1217820;15890;0.013;3
Cancers;Autres troubles psychiatriques;2015;474840;6200;0.013;3
Traitements du risque vasculaire (hors pathologies);Cancer de la prostate sous surveillance;2019;8434220;110030;0.013;1
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2017;4910800;64050;0.013;1
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2021;849300;11080;0.013;3
Insuffisance rénale chronique terminale;Cancer colorectal sous surveillance;2017;93260;1220;0.013;1
Maladies psychiatriques;Paraplégie;2015;140370;1830;0.013;3
Maladies neurologiques ou dégénératives;Maladie valvulaire;2015;91520;1190;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer du sein de la femme sous surveillance;2019;603080;7860;0.013;3
Maladies neurologiques ou dégénératives;Déficience mentale;2015;1565140;20400;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2020;122400;1600;0.013;3
Cancers;Épilepsie;2021;871430;11350;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Suivi de transplantation rénale;2017;8530;110;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2017;116370;1520;0.013;3
Maladies cardio-neurovasculaires;Maladie de Parkinson;2018;377450;4910;0.013;3
Traitements psychotropes (hors pathologies);Autres affections cardiovasculaires;2015;3288090;42800;0.013;3
Maladies psychiatriques;Paraplégie;2018;138370;1800;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2017;784180;10210;0.013;3
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2021;5294230;68900;0.013;1
Cancers;Artériopathie oblitérante du membre inférieur;2016;214320;2790;0.013;3
Cancers;Cancer colorectal actif;2019;152890;1990;0.013;2
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer du sein de la femme sous surveillance;2021;599160;7790;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer colorectal actif;2019;603080;7850;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2016;95860;1250;0.013;3
Cancers;Troubles addictifs;2017;3155100;41040;0.013;1
Maladies neurologiques ou dégénératives;Déficience mentale;2016;1599550;20800;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer de la prostate sous surveillance;2020;122400;1590;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme sous surveillance;2018;9908080;128760;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2015;718090;9330;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2017;98290;1280;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2016;1166050;15150;0.013;1
Maladies neurologiques ou dégénératives;Déficience mentale;2017;1638770;21290;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Troubles addictifs;2018;935510;12150;0.013;2
Maladies du foie ou du pancréas (hors mucoviscidose);Maladies inflammatoires chroniques intestinales;2015;561970;7300;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer du sein de la femme sous surveillance;2021;9665390;125510;0.013;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2021;488060;6340;0.013;3
Autres affections de longue durée (dont 31 et 32);Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;1775030;23040;0.013;3
Maladies cardio-neurovasculaires;Syndrome coronaire aigu;2015;117650;1530;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2018;1926460;24990;0.013;3
Cancers;Autres troubles psychiatriques;2016;469880;6090;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;216400;2810;0.013;3
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2020;5200960;67410;0.013;1
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer du sein de la femme sous surveillance;2018;595980;7720;0.013;3
Diabète;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;4036560;52300;0.013;3
Autres affections de longue durée (dont 31 et 32);Autres maladies inflammatoires chroniques;2019;1744620;22610;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2015;1789180;23180;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2018;377450;4890;0.013;3
Maladies neurologiques ou dégénératives;Cancer colorectal sous surveillance;2021;271290;3510;0.013;3
Cancers;Troubles addictifs;2016;1625310;21030;0.013;2
Maladies psychiatriques;Autres cancers actifs;2020;482160;6240;0.013;3
Cancers;Insuffisance cardiaque aiguë;2020;142220;1840;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2021;2152680;27850;0.013;2
Maladies cardio-neurovasculaires;Maladie de Parkinson;2019;102740;1330;0.013;3
Cancers;Cancer du sein de la femme actif;2017;91840;1190;0.013;3
Cancers;Cancer colorectal actif;2016;134860;1740;0.013;2
Maladies neurologiques ou dégénératives;Autres affections cardiovasculaires;2018;172690;2230;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Déficience mentale;2017;116370;1500;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Cancer du sein de la femme sous surveillance;2020;57450;740;0.013;3
Maladies cardio-neurovasculaires;Autres troubles psychiatriques;2021;708630;9150;0.013;3
Maladies psychiatriques;Cancer du sein de la femme sous surveillance;2021;390740;5050;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Polyarthrite rhumatoïde et maladies apparentées;2018;595980;7700;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres affections neurologiques;2018;119520;1540;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Polyarthrite rhumatoïde et maladies apparentées;2017;586130;7570;0.013;3
Maladies psychiatriques;Artériopathie oblitérante du membre inférieur;2015;450960;5820;0.013;3
Maladies cardio-neurovasculaires;Cancer de la prostate actif;2018;931810;12030;0.013;2
Cancers;Troubles addictifs;2016;147360;1900;0.013;3
Cancers;Épilepsie;2018;1739090;22450;0.013;2
Maladies du foie ou du pancréas (hors mucoviscidose);Polyarthrite rhumatoïde et maladies apparentées;2021;599160;7730;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Troubles addictifs;2018;213090;2750;0.013;3
Maladies neurologiques ou dégénératives;Autres affections cardiovasculaires;2016;157770;2040;0.013;3
Maladies psychiatriques;Autres affections cardiovasculaires;2015;1264240;16310;0.013;3
Maladies cardio-neurovasculaires;Traitements neuroleptiques (hors pathologies);2018;5018020;64700;0.013;1
Maladies cardio-neurovasculaires;Épilepsie;2016;705120;9090;0.013;3
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2020;543960;7010;0.013;2
Cancers;Maladie valvulaire;2020;226380;2920;0.013;3
Insuffisance rénale chronique terminale;VIH ou SIDA;2018;3340;40;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2015;1889180;24320;0.013;2
Cancers;Troubles psychotiques;2021;102780;1320;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2018;2026840;26080;0.013;2
Maladies neurologiques ou dégénératives;Accident vasculaire cérébral aigu;2020;1673080;21530;0.013;1
Insuffisance rénale chronique terminale;Cancer colorectal sous surveillance;2015;86980;1120;0.013;1
Maladies cardio-neurovasculaires;Épilepsie;2018;708660;9120;0.013;3
Cancers;Épilepsie;2020;1801320;23170;0.013;2
Maladies cardio-neurovasculaires;Épilepsie;2017;712020;9160;0.013;3
Cancers;Insuffisance cardiaque aiguë;2021;3380330;43470;0.013;1
Cancers;Autres troubles psychiatriques;2017;849970;10930;0.013;3
Traitements psychotropes (hors pathologies);Polyarthrite rhumatoïde et maladies apparentées;2016;1624930;20890;0.013;3
Cancers;Artériopathie oblitérante du membre inférieur;2017;219210;2820;0.013;3
Cancers;Troubles psychotiques;2020;99790;1280;0.013;3
Maladies inflammatoires ou rares ou VIH ou SIDA;Autres troubles psychiatriques;2020;226350;2910;0.013;3
Maladies cardio-neurovasculaires;Cancer colorectal sous surveillance;2019;955000;12260;0.013;2
Maladies inflammatoires ou rares ou VIH ou SIDA;Maternité (avec ou sans pathologies);2019;221110;2840;0.013;3
Maladies du foie ou du pancréas (hors mucoviscidose);Cancer colorectal actif;2020;591800;7600;0.013;3
Cancers;Épilepsie;2019;1783330;22890;0.013;2
Insuffisance rénale chronique terminale;Maladies métaboliques héréditaires ou amylose;2021;56880;730;0.013;3
Hospitalisations ponctuelles (avec ou sans pathologies, traitements ou maternité);Cancer de la prostate actif;2020;8747130;112230;0.013;3
Traitements psychotropes (hors pathologies);Épilepsie;2021;5756850;73860;0.013;1
Maladies cardio-neurovasculaires;Maladie de Parkinson;2019;382180;4900;0.013;3
Maladies cardio-neurovasculaires;Polyarthrite rhumatoïde et maladies apparentées;2015;692220;8880;0.013;3
Cancers;Épilepsie;2017;1682970;21590;0.013;2
Insuffisance rénale chronique terminale;Cancer de la prostate actif;2021;100970;1300;0.013;1
Traitements du risque vasculaire (hors pathologies);Troubles addictifs;2019;8434220;108160;0.013;1
Cancers;Séjours en hospitalisation complète pour prise en charge de la Covid-19;2021;3380330;43350;0.013;1
Maladies inflammatoires ou rares ou VIH ou SIDA;Insuffisance cardiaque aiguë;2017;285510;3660;0.013;3
